0,1
1.0811108588701994e-11,7.891351793302271e-12
9.643798580222692e-12,1.4112968167482197e-11
2.1271118645499865e-11,1.4765880111821685e-11
3.0392580718135616e-11,2.1113696512531822e-11
4.971333022584283e-11,3.719032134438171e-11
3.0971903180049383e-11,2.7162454686846227e-11
3.63329405642001e-11,6.252570935184135e-11
4.4194780561706014e-11,5.3686774821288304e-11
3.4381128053465778e-12,2.266498261712763e-12
1.5052241587005484e-11,7.855718886301341e-12
3.094278680589659e-11,2.137443589860639e-11
2.3589823021931237e-11,1.3545112366644031e-11
2.71518479134873e-11,2.8287548229751984e-11
2.8788105920250713e-11,2.586508950894353e-11
4.925656413712292e-11,4.46628121323256e-11
6.933769013931645e-11,6.128134536817009e-11
2.1828308062332114e-10,1.3606084822709263e-10
1.756051437673968e-10,1.3253684911250744e-10
1.269368041668651e-10,1.2659182235952467e-10
